SCENE_SaoHoa03-001 — PRESET 1 — EXT — WIDE STATIC HORIZON FRAME — COLD DAWN GLARE — CRATER RIM — Detailed Description (write like a compact cinematic essay): Pale morning sunlight pierces the thin Martian haze, casting long sharp shadows across a fresh structural fracture on a steep forty-five-degree crater rim. A recent micro-meteorite impact has triggered a massive regolith landslide, stripping away centuries of rust-colored dust to expose a glinting edge of wrinkled gold insulation foil buried deep in the frozen ground. The unstable slope remains precarious, under immense tectonic tension. | CONTINUITY: fresh impact scar and exposed gold insulation foil | NEXT: tracking the debris field downward | AUDIO: thin wind scrape, distant rock slide hiss, radio static | VOICE : none
SCENE_SaoHoa03-002 — PRESET 1 — EXT — SLOW LATERAL TRACK — HARD MORNING SPILL — LANDSLIDE ZONE — Detailed Description (write like a compact cinematic essay): The camera tracks slowly across the jagged line of the secondary sessional collapse where loose red sand continuously trickles down into a dark volcanic fissure. The exposed metallic gold foil of the buried debris vibrates weakly under the force of the thin atmosphere, revealing a heavily oxidized steel structural bracket beneath it. No human tracks disturb the pristine, hostile landscape. | CONTINUITY: shifting regolith over buried golden metal structures | NEXT: panning to the deep impact center | AUDIO: gravel trickling down slope, metallic vibration, wind howl | VOICE : none
SCENE_SaoHoa03-003 — PRESET 1 — EXT — DISTANT SILHOUETTE WIDE — LOW EVENING RED-GOLD LOSS LIGHT — SOUTHERN EMISTION ZONE — Detailed Description (write like a compact cinematic essay): A wider perspective captures the immense scale of the ancient impact basin under a darkening crimson sky as frozen carbon dioxide frost begins to crystallize on the upper rocks. Far below the rim, the golden foil glints like a solitary eye amidst the vast expanse of dead red desert sand, marking the location of an unresolved thermal anomaly. The environment is entirely static. | CONTINUITY: scale of the crater rim landslide and thermal anomaly site | NEXT: transitioning to the interior habitat wake-up | AUDIO: low-frequency atmosphere rumbling, quiet static hiss | VOICE : none
SCENE_SaoHoa03-123 — PRESET 3 — EXT — RESTRAINED SIDE PROFILE — SHADOW BANDS — CRATER EMBANKMENT — Detailed Description (write like a compact cinematic essay): Sliding down the steep incline through a thick cloud of billowing red dust, [Grant-charactor] reaches out to grab a large embedded basalt stone. His gloves slip across the dusty surface, forcing him to dig his heavy boots deep into the shifting sand to halt his descent on the edge of the deep crater. | CONTINUITY: sliding landslide recovery, major slope collapse | NEXT: assessing the mechanical damage to the satellite chassis | AUDIO: sand rushing past suit, boots grinding rock, heavy suit gasping | VOICE : none | IMAGES: Grant-charactor
SCENE_SaoHoa03-124 — PRESET 1 — EXT — WIDE STATIC HORIZON FRAME — LOW EVENING RED-GOLD LOSS LIGHT — CRATER RIM — Detailed Description (write like a compact cinematic essay): The wide shot reveals the massive dust cloud rising from the landslide zone as the slope settles into a precarious new balance. On the cliff face, the white frame of [Grant-charactor] is barely visible through the red haze, struggling to stand up beside the half-buried satellite machine. | CONTINUITY: dust haze settlement on slope, landslide recovery | NEXT: checking the status of his primary suit pressure seals | AUDIO: wind whistling through red haze, low-frequency rumble fading | VOICE : The whole ridge is collapsing. If I don't finish this message now, the satellite will slide into the abyss and be buried forever. | IMAGES: Grant-charactor
SCENE_SaoHoa03-125 — PRESET 2 — EXT — CLOSE STRUCTURAL INSERT — REFLECTED MONITOR GLOW — WRIST DISPLAY — Detailed Description (write like a compact cinematic essay): The camera zooms in on the wrist display as [Grant-charactor] checks his primary suit pressure seals. The screen displays a solid green indication of seal integrity, but his oxygen reserves have dropped past twenty percent, flashing an amber warning that limits his remaining time on the surface. | CONTINUITY: suit seal verification, low oxygen warning telemetry | NEXT: crawling back up the steep slope to reach the satellite | AUDIO: wrist panel alarm chime, oxygen regulator click, suit hum | VOICE : none | IMAGES: Grant-charactor
SCENE_SaoHoa03-126 — PRESET 3 — EXT — RESTRAINED SIDE PROFILE — LOW EVENING RED-GOLD LOSS LIGHT — CRATER WALL — Detailed Description (write like a compact cinematic essay): Crawling back up the forty-five-degree incline, [Grant-charactor] uses his knees and elbows to drag his heavy suit through the loose red regolith. He reaches the narrow rock shelf where the satellite hangs precariously, its gold foil torn and covered in fresh layers of dust. | CONTINUITY: crawling up the unstable slope, low oxygen reserve status | NEXT: attempting to dial the final letter 'P' on the dial | AUDIO: suit fabric scraping sand, heavy boots sliding, wind howling | VOICE : none | IMAGES: Grant-charactor
SCENE_SaoHoa03-127 — PRESET 2 — EXT — CLOSE TOOL INSERT — LOW EVENING RED-GOLD LOSS LIGHT — BRONZE PROGRAMMER — Detailed Description (write like a compact cinematic essay): The camera frames the selector wheel as [Grant-charactor] uses his file to clear away the fresh sand blocking the selector slots. He aligns the brass index dial to the letter 'P' index mark and forces the copper pin into place with a firm push of his thumb, locking the mirror path. | CONTINUITY: manual programmer clearing, alphabet index adjustment | NEXT: firing the final optical laser pulse of the coordinate pack | AUDIO: metal scraping sand, brass gear clicking, high suit blower hum | VOICE : none | IMAGES: Grant-charactor
SCENE_SaoHoa03-128 — PRESET 3 — EXT — RESTRAINED SIDE PROFILE — LOW EVENING RED-GOLD LOSS LIGHT — TRANSMITTER FACE — Detailed Description (write like a compact cinematic essay): Holding onto the satellite chassis with one arm, [Grant-charactor] presses the fire plunger with his free hand. The optical lens emits a powerful, pulsing green laser beam that cuts through the thick dust cloud towards Earth, marking the completion of the first message block. | CONTINUITY: firing final laser pulse, completed coordinate block | NEXT: observing the green laser beam propagation through the haze | AUDIO: electrical capacitor discharge, laser pop, wind howling | VOICE : none | IMAGES: Grant-charactor
SCENE_SaoHoa03-129 — PRESET 1 — EXT — DISTANT SILHOUETTE WIDE — LOW EVENING RED-GOLD LOSS LIGHT — CRATER HEIGHTS — Detailed Description (write like a compact cinematic essay): Against a darkening sky, the solitary green laser line cuts a path through the dusty atmosphere from the crater rim. The silhouette of [Grant-charactor] stands beside the ancient machine, an isolated figure completing a crucial mission to secure the future of human habitation. | CONTINUITY: final laser pulse propagation, completed coordinate block | NEXT: waiting for the final mechanical verification from Earth | AUDIO: low atmospheric rumble, suit ventilator drone, wind howling | VOICE : That's the last letter. I've sent the precise landing coordinates. Now we wait to see if the signal actually breached the haze. | IMAGES: Grant-charactor
SCENE_SaoHoa03-130 — PRESET 3 — EXT — LOW TERRAIN-READING ANGLE — SHADOW BANDS — CRATER EMBANKMENT — Detailed Description (write like a compact cinematic essay): The camera shoots upward as [Grant-charactor] watches the mounting brackets of the satellite snap with a loud metallic screech under the shifting terrain. The machine tilts forward, hanging over the edge of the dark crater abyss, supported only by the heavy steel shovel jammed beneath the base. | CONTINUITY: snapped mounting brackets, unstable satellite tilt | NEXT: managing a catastrophic slope failure during the signal wait | AUDIO: loud metallic snap, iron tearing, sliding gravel hiss, alarm | VOICE : none | IMAGES: Grant-charactor
SCENE_SaoHoa03-131 — PRESET 3 — EXT — LOW TERRAIN-READING ANGLE — SHADOW BANDS — COLLAPSE ZONE — Detailed Description (write like a compact cinematic essay): The camera shoots from below as the entire rock shelf holding the satellite buckles completely, launching a massive landslide down the cliff face. [Grant-charactor] is caught in the sudden collapse, his body tumbling backward through the roaring wave of red sand and sharp volcanic boulders. | CONTINUITY: catastrophic slope failure, landslide tumbling | NEXT: managing body impact against the rugged basalt ledges below | AUDIO: roaring landslide rumble, sharp rock impacts, suit alarm beep | VOICE : none | IMAGES: Grant-charactor
SCENE_SaoHoa03-132 — PRESET 3 — EXT — SLOW LATERAL TRACK — SHADOW BANDS — LOWER SLATE LEDGE — Detailed Description (write like a compact cinematic essay): The camera tracks along the lower ledge as [Grant-charactor] rolls heavily down the rugged embankment, losing his grip on the manual tools. His suit hits several sharp basalt edges before he slams hard into a deep sand pocket at the bottom of the slope, kicking up a thick dust cloud. | CONTINUITY: landslide impact, loss of manual technical tools | NEXT: checking physical injuries and primary suit pressure integrity | AUDIO: heavy thuds, tearing fabric sound, wind howling, suit alarm | VOICE : none | IMAGES: Grant-charactor
SCENE_SaoHoa03-133 — PRESET 3 — EXT — RESTRAINED SIDE PROFILE — LOW EVENING RED-GOLD LOSS LIGHT — BASIN FLOOR — Detailed Description (write like a compact cinematic essay): Lying flat on his back in the red sand, [Grant-charactor] struggles to raise his head. His visor is caked with fine dust, and his movements are visibly slow and painful as he checks his limbs for fractures after the fall. The heavy suit life support pack is venting a thin stream of vapor. | CONTINUITY: landing impact, low visibility dust on helmet visor | NEXT: evaluating primary helmet visor integrity and pressure leaks | AUDIO: deep ragged gasping, suit ventilation system struggling, wind | VOICE : none | IMAGES: Grant-charactor
SCENE_SaoHoa03-134 — PRESET 1 — EXT — ANCHORED OVER-SHOULDER — LOW EVENING RED-GOLD LOSS LIGHT — BASIN FLOOR — Detailed Description (write like a compact cinematic essay): Looking down over the shoulder of [Grant-charactor], his gloved hand reaches up to wipe the thick red dust from his visor face. The movement reveal a spiderweb crack running across the outer polycarbonate protective layer of his helmet, flashing a warning on his display. | CONTINUITY: cracked helmet visor, caked dust on visor screen | NEXT: initiating emergency pressure seal protocol for the helmet | AUDIO: glove rubbing scratch, warning beep sequence, heavy gasping | VOICE : Visor's cracked. The outer layer took the brunt of the impact against the rock, but the inner seal is holding for now. | IMAGES: Grant-charactor
SCENE_SaoHoa03-135 — PRESET 3 — EXT — CLOSE STRUCTURAL INSERT — LOW EVENING RED-GOLD LOSS LIGHT — CRACKED VISOR — Detailed Description (write like a compact cinematic essay): The camera tightens on the spiderweb crack as a tiny stream of bubbles escapes from the outer seal interface. Inside the helmet, the eyes of [Grant-charactor] are wide with focus as he tracks the steady drop in suit pressure, realizing he has less than ten minutes to stabilize the seal. | CONTINUITY: visor crack leakage, dropping suit pressure levels | NEXT: retrieving the emergency tape roll from his utility pocket | AUDIO: soft pressure hiss, rapid alarm chime, high suit blower hum | VOICE : none | IMAGES: Grant-charactor
SCENE_SaoHoa03-136 — PRESET 2 — EXT — RESTRAINED SIDE PROFILE — LOW EVENING RED-GOLD LOSS LIGHT — BASIN FLOOR — Detailed Description (write like a compact cinematic essay): Reaching into his utility leg pocket, [Grant-charactor] retrieves a roll of heavy high-density mastic repair tape. His fingers are stiff and shaking from the cold, forcing him to use his teeth to hold the tape roll as he tears off a patch to seal the leaking visor. | CONTINUITY: mastic repair tape retrieval, low visor pressure leak | NEXT: applying the emergency repair patch directly onto the crack | AUDIO: tape tearing sound, heavy breathing, suit ventilation whistle | VOICE : none | IMAGES: Grant-charactor
SCENE_SaoHoa03-137 — PRESET 3 — EXT — CLOSE STRUCTURAL INSERT — LOW EVENING RED-GOLD LOSS LIGHT — VISOR FRONT — Detailed Description (write like a compact cinematic essay): The camera frames the front of the helmet as [Grant-charactor] presses the thick grey mastic patch directly over the spiderweb fracture. He applies firm, sweeping pressure with his thumb, sealing the leak and stabilizing the suit internal pressure environment. The warning alarm ceases. | CONTINUITY: emergency visor patch application, stabilized pressure | NEXT: crawling back toward the hanging satellite wreckage site | AUDIO: sticky tape adhesion sound, alarm shutdown, deep slow sigh | VOICE : none | IMAGES: Grant-charactor
SCENE_SaoHoa03-138 — PRESET 2 — EXT — RESTRAINED SIDE PROFILE — SHADOW BANDS — CRATER EMBANKMENT — Detailed Description (write like a compact cinematic essay): Standing up with slow, pained steps, [Grant-charactor] looks up the steep slope toward the hanging satellite wreckage. The heavy transport rover's console warning chime is faintly audible through his radio link, indicating that the base temperature back home has dropped to critical levels. | CONTINUITY: stabilized suit pressure, rover console radio warning | NEXT: climbing the loose slope once more to reach the satellite | AUDIO: knee joints creaking, remote radio chime, wind howling past | VOICE : none | IMAGES: Grant-charactor
SCENE_SaoHoa03-139 — PRESET 1 — EXT — WIDE STATIC HORIZON FRAME — LOW EVENING RED-GOLD LOSS LIGHT — CRATER RIM — Detailed Description (write like a compact cinematic essay): The wide perspective captures [Grant-charactor] climbing back up the treacherous, shifting landslide slope under a dark indigo sky. His patched white helmet catches the last rays of the setting sun as he continues his mission, refusing to retreat before completing the link. | CONTINUITY: climbing unstable slope, remote base thermal emergency | NEXT: reaching the hanging satellite frame on the crumbling ledge | AUDIO: wind screaming across peaks, boots scrambling, suit breathing | VOICE : The base is freezing and my oxygen is low. But if I don't confirm this message, the coordinates are lost forever. | IMAGES: Grant-charactor
SCENE_SaoHoa03-140 — PRESET 3 — EXT — LOW TERRAIN-READING ANGLE — SHADOW BANDS — CRATER LEDGE — Detailed Description (write like a compact cinematic essay): The camera shoots from above as [Grant-charactor] reaches the narrow rock ledge and grabs the satellite's dangling gold-foil harness. The machine is hanging off the edge of the cliff, vibrating under the force of the wind as the loose sand beneath its frame continues to crumble. | CONTINUITY: reaching dangling satellite, unstable ledge platform | NEXT: clearing the programmer dial of fresh landslide debris | AUDIO: metal rattling, wind howling through tears, suit joint creak | VOICE : none | IMAGES: Grant-charactor
SCENE_SaoHoa03-141 — PRESET 2 — EXT — CLOSE TOOL INSERT — LOW EVENING RED-GOLD LOSS LIGHT — DIAL ASSEMBLY — Detailed Description (write like a compact cinematic essay): The camera frames the programmer dial caked with new landslide sand as [Grant-charactor] uses his glove tip to clear the slots. He holds the chassis steady with his left hand, fighting the constant pull of gravity as the machine tilts further over the dark crater abyss. | CONTINUITY: clearing programmer dial, stabilizing hanging chassis | NEXT: dialing the first confirmation coordinate letter 'W' | AUDIO: hand brushing grit, metal scraping metal, heavy respiration | VOICE : none | IMAGES: Grant-charactor
SCENE_SaoHoa03-142 — PRESET 2 — EXT — RESTRAINED SIDE PROFILE — LOW EVENING RED-GOLD LOSS LIGHT — PROGRAMMER WHEEL — Detailed Description (write like a compact cinematic essay): Bracing his knee against the dangling frame, [Grant-charactor] forces the brass index pointer to the letter 'W' mark on the dial. The gears click with heavy resistance, requiring him to use his full strength to lock the copper pin into the index slot to align the mirror. | CONTINUITY: dialing letter 'W', manual gear resistance | NEXT: firing the first confirmation optical laser pulse to Earth | AUDIO: heavy metallic click, gear grinding, wind whistling past visor | VOICE : none | IMAGES: Grant-charactor
SCENE_SaoHoa03-143 — PRESET 3 — EXT — CLOSE STRUCTURAL INSERT — LOW EVENING RED-GOLD LOSS LIGHT — LASER WINDOW — Detailed Description (write like a compact cinematic essay): The camera tightens on the laser window as [Grant-charactor] presses the firing plunger. A brilliant pulse of green laser light cuts through the dark indigo sky towards the Earth star, confirming the start of the final telemetry acknowledgment transmission block. | CONTINUITY: firing 'W' laser pulse, manual dial alignment | NEXT: monitoring the optical alignment of the transmitter head | AUDIO: electrical capacitor discharge, laser pop, suit blower hum | VOICE : none | IMAGES: Grant-charactor
SCENE_SaoHoa03-144 — PRESET 1 — EXT — ANCHORED OVER-SHOULDER — LOW EVENING RED-GOLD LOSS LIGHT — WRECKAGE CORE — Detailed Description (write like a compact cinematic essay): Looking down over the shoulder of [Grant-charactor], he watches the mechanical feedback needle on the panel face as he waits for the confirmation ping. The freezing air outside is silent, emphasizing his absolute isolation as he balances on the edge of the collapsing cliff. | CONTINUITY: signal delay monitoring phase, unstable cliff balance | NEXT: checking his remaining primary suit oxygen reserve levels | AUDIO: wind whistling past helmet, slow suit respiration, radio static | VOICE : I'm down to my last few percent of oxygen. Every breath feels thin, but I have to finish this sequence. | IMAGES: Grant-charactor
SCENE_SaoHoa03-145 — PRESET 2 — EXT — CLOSE TOOL INSERT — LOW EVENING RED-GOLD LOSS LIGHT — WRIST INTERFACE — Detailed Description (write like a compact cinematic essay): The camera frames the digital wrist display as [Grant-charactor] monitors his primary suit oxygen levels, which now read exactly eight percent. An alarm flashes in his field of view, indicating that he must return to the transport vehicle immediately to avoid suffocation. | CONTINUITY: critical low oxygen warning, wrist interface telemetry | NEXT: preparing to manually dial the final confirmation letter 'E' | AUDIO: wrist alarm beep sequence, high suit blower hum, wind rale | VOICE : none | IMAGES: Grant-charactor
SCENE_SaoHoa03-146 — PRESET 2 — EXT — RESTRAINED SIDE PROFILE — LOW EVENING RED-GOLD LOSS LIGHT — PROGRAMMER WHEEL — Detailed Description (write like a compact cinematic essay): Ignoring the persistent suit alarms, [Grant-charactor] turns back to the brass selector wheel to dial the final letter. He forces the index pointer to the letter 'E' mark, using his weight to lock the copper pin into place with a sharp clank, finalizing the alignment path. | CONTINUITY: manual selection of letter 'E', critical oxygen alarm | NEXT: firing the final confirmation optical laser pulse to Earth | AUDIO: loud metallic click, gear teeth snapping, wind howling past | VOICE : none | IMAGES: Grant-charactor
SCENE_SaoHoa03-147 — PRESET 3 — EXT — CLOSE STRUCTURAL INSERT — LOW EVENING RED-GOLD LOSS LIGHT — LASER WINDOW — Detailed Description (write like a compact cinematic essay): The camera focuses on the optical lens as [Grant-charactor] presses the firing plunger for the last time. A brilliant green laser line slices through the dusty atmosphere, carrying the final confirmation coordinates of the future landing sector across the deep space void. | CONTINUITY: firing final 'E' laser pulse, completed message block | NEXT: observing the laser beam propagation through the dark sky | AUDIO: electrical capacitor hum, loud laser pop, suit joint creak | VOICE : none | IMAGES: Grant-charactor
SCENE_SaoHoa03-148 — PRESET 1 — EXT — DISTANT SILHOUETTE WIDE — LOW EVENING RED-GOLD LOSS LIGHT — CRATER RIM HEIGHTS — Detailed Description (write like a compact cinematic essay): The lone silhouette of [Grant-charactor] stands motionless on the steep crater wall as the green laser line cuts through the night sky. The wind howls across the open peaks, carrying fine dust that sparkles in the bright path of the coherent light beam as it heads towards Earth. | CONTINUITY: final laser propagation, completed signal transmission | NEXT: waiting for the final mechanical verification from Earth | AUDIO: wind screaming over peaks, low-frequency atmospheric rumble | VOICE : none | IMAGES: Grant-charactor
SCENE_SaoHoa03-149 — PRESET 1 — EXT — ANCHORED OVER-SHOULDER — LOW EVENING RED-GOLD LOSS LIGHT — SATELLITE CORE — Detailed Description (write like a compact cinematic essay): Looking down over the shoulder of [Grant-charactor], the ancient mechanical feedback needle suddenly jumps, producing a sharp, metallic click that confirms receipt. The indicator dial swings to solid green, signaling that the entire landing coordinate block has been successfully received. | CONTINUITY: mechanical feedback needle click, verified communication | NEXT: preparing to retreat to the parked transport vehicle cabin | AUDIO: sharp iron click, internal gear ticking, heavy suit gasping | VOICE : They got it. The coordinates are locked in. The future of this landing site is secure. Now I need to survive. | IMAGES: Grant-charactor
SCENE_SaoHoa03-150 — PRESET 3 — EXT — LOW TERRAIN-READING ANGLE — SHADOW BANDS — COLLAPSE ZONE — Detailed Description (write like a compact cinematic essay): The camera shoots from below as the remaining rock shelf holding the satellite collapses completely, sending the machine falling into the dark crater abyss. [Grant-charactor] leaps backward, barely catching his footing on a stable stone ledge as the golden foil machine disappears into the dust. | CONTINUITY: catastrophic satellite fall, landslide sifting | NEXT: transitioning back to the parked transport vehicle cabin | AUDIO: roaring landslide sound, heavy metallic impact, wind howling | VOICE : none | IMAGES: Grant-charactor
SCENE_SaoHoa03-151 — PRESET 1 — EXT — WIDE STATIC HORIZON FRAME — LOW EVENING RED-GOLD LOSS LIGHT — CRATER RIM — Detailed Description (write like a compact cinematic essay): Clinging to a cold, stable stone ledge, [Grant-charactor] peers down into the dark abyss where the satellite has vanished under a fresh landslide. His shoulders are slumped with heavy fatigue as he breathes slowly inside his worn suit, watching the last gold rays of the sun disappear behind the hills. The absolute silence is broken only by his suit hum. | CONTINUITY: recovery after landslide and loss of satellite | NEXT: climbing down toward the flat basin floor | AUDIO: wind whistling through canyon, suit respiration, static hum | VOICE : none | IMAGES: Grant-charactor
SCENE_SaoHoa03-152 — PRESET 2 — EXT — LOW TERRAIN-READING ANGLE — LOW EVENING RED-GOLD LOSS LIGHT — CRATER WALL — Detailed Description (write like a compact cinematic essay): Moving with extreme caution, [Grant-charactor] descends from the ledge, his heavy boots searching for traction on the shifting gravel of the steep incline. The fine red dust settles slowly around his knees as he uses his hands to brace his weight against the cold basalt rock face, trying to avoid triggering another slide. | CONTINUITY: descending the steep crater wall after landslide | NEXT: walking across the open basin floor toward the rover | AUDIO: boots grinding gravel, heavy suit fabric friction, wind howl | VOICE : none | IMAGES: Grant-charactor
SCENE_SaoHoa03-153 — PRESET 2 — EXT — REAR FOLLOW — LOW EVENING RED-GOLD LOSS LIGHT — BASIN FLOOR — Detailed Description (write like a compact cinematic essay): Walking across the empty basin floor, [Grant-charactor] carries his remaining manual tools back toward the parked exploratory vehicle. His heavy, swaying stride shows the physical toll of the grueling day as the long shadows of the canyon walls stretch across the flat desert expanse. The distant base beacon flashes faintly on his display. | CONTINUITY: walking back toward the vehicle after field excavation | NEXT: reaching the rover cabin side door | AUDIO: crunching sand underfoot, wind whistling past helmet, suit hum | VOICE : none | IMAGES: Grant-charactor
SCENE_SaoHoa03-154 — PRESET 3 — EXT — RESTRAINED SIDE PROFILE — LOW EVENING RED-GOLD LOSS LIGHT — ROVER CABIN DOOR — Detailed Description (write like a compact cinematic essay): Reaching the vehicle, [Grant-charactor] checks the external cockpit pressure logs on the outer frame. His breathing is shallow and rapid as the amber oxygen warning on his wrist terminal flashes, indicating he has less than six percent reserve remaining in his primary suit tanks. He reaches for the heavy handle. | CONTINUITY: low oxygen reserve warning and reaching rover | NEXT: climbing into the vehicle cabin interior | AUDIO: rapid suit alarm beep, glove leather creaking, wind roar | VOICE : I'm running on empty now. The oxygen alarm is screaming, but the backup link was confirmed before the machine fell. | IMAGES: Grant-charactor
SCENE_SaoHoa03-155 — PRESET 2 — EXT — FIXED INTERIOR FRAME — SHADOW BANDS — ROVER CABIN DOOR — Detailed Description (write like a compact cinematic essay): Pulling the heavy composite hatch door open, [Grant-charactor] climbs up the side steps and swings his bulky white suit into the vehicle cabin. He pulls the door shut behind him, forcing the primary mechanical lock bars into place to seal out the freezing atmospheric wind of the Martian evening. | CONTINUITY: entering rover cabin and locking the hatch | NEXT: removing the damaged helmet to initiate pressure check | AUDIO: door latch grinding, metal bar clicking, heavy wind roar fading | VOICE : none | IMAGES: Grant-charactor
SCENE_SaoHoa03-156 — PRESET 1 — INT — FIXED INTERIOR FRAME — REFLECTED MONITOR GLOW — ROVER DRIVER SEAT — Detailed Description (write like a compact cinematic essay): Inside the pressurized vehicle cockpit, [Aiden-charactor] unlatches his patched helmet and lifts it off his head with slow, trembling hands. He inhales the stale cabin air deeply, his tired, middle-aged face glistening with sweat under the blue glow of the primary instrument console. The helmet visor shows a nasty crack. | CONTINUITY: pressurized interior safety and helmet removal | NEXT: starting the drive engine systems | AUDIO: heavy helmet collar click, pneumatic seal hiss, deep gasping | VOICE : none | IMAGES: Aiden-charactor
SCENE_SaoHoa03-157 — PRESET 2 — INT — CLOSE TOOL INSERT — REFLECTED MONITOR GLOW — ROVER CONSOLE — Detailed Description (write like a compact cinematic essay): [Aiden-charactor] flips a series of heavy toggle switches to start the vehicle's electrical drive engine and cockpit heating units. The digital battery gauge displays a critical drop in power, meaning he must drive efficiently to prevent the main electronic systems from freezing during the return journey. | CONTINUITY: starting rover drive systems with limited battery power | NEXT: navigating the rocky basalt fields back toward the base | AUDIO: toggle snaps, low electric motor hum rising, dashboard chime | VOICE : none | IMAGES: Aiden-charactor
SCENE_SaoHoa03-158 — PRESET 2 — INT — ANCHORED OVER-SHOULDER — DIM POWER-SAVE LIGHTING — ROVER CABIN — Detailed Description (write like a compact cinematic essay): Looking over the shoulder of [Aiden-charactor], the heavy transport vehicle bounces violently as he steers across the fractured basalt plains under a darkening purple sky. He maintains a firm grip on the steering yoke, his eyes fixed on the rough road ahead as the rover headlights cut through the gathering dust haze. | CONTINUITY: driving across fractured plains under fading light | NEXT: approaching the distant glowing habitat perimeter | AUDIO: suspension creaking, loose cockpit items rattling, motor drone | VOICE : none | IMAGES: Aiden-charactor
SCENE_SaoHoa03-159 — PRESET 1 — INT — RESTRAINED SIDE PROFILE — DIM POWER-SAVE LIGHTING — ROVER CABIN — Detailed Description (write like a compact cinematic essay): Leaning forward over the controls, [Aiden-charactor] stares through the dusty front windshield at the solitary beacon of the habitat dome visible in the distance. His posture is slumped with extreme physical exhaustion as he monitors the vehicle's dwindling power reserves on the dash display. | CONTINUITY: approaching the base with critical vehicle battery levels | NEXT: parking the transport vehicle inside the shelter | AUDIO: electric motor whine, dashboard system chime, tired sigh | VOICE : The base is still standing, but the battery level is dropping fast. I need to hook up the charger immediately. | IMAGES: Aiden-charactor
SCENE_SaoHoa03-160 — PRESET 2 — INT — MEASURED PUSH-IN — REFLECTED MONITOR GLOW — ROVER CABIN — Detailed Description (write like a compact cinematic essay): [Aiden-charactor] guides the heavy exploratory vehicle through the outer base perimeter gates under the shadow of the silent, dust-laden solar arrays. The primary console screens flash amber warning logs, reminding him of the severe energy deficit he left behind to secure this long-range mission run. | CONTINUITY: entering the habitat perimeter with low power | NEXT: maneuvering the rover into the unheated storage bay | AUDIO: motor drone pitch dropping, radar distance warning beep, hum | VOICE : none | IMAGES: Aiden-charactor
SCENE_SaoHoa03-161 — PRESET 2 — INT — FIXED INTERIOR FRAME — DIM POWER-SAVE LIGHTING — ROVER BAY — Detailed Description (write like a compact cinematic essay): [Aiden-charactor] steers the transport vehicle into the unheated parking shelter and shuts down the main electric drive systems. The cabin lights fade to a dim red emergency mode, casting long, dark shadows across his worn face as he sits motionless for a moment, gathering the strength to move. | CONTINUITY: parking the vehicle and shutting down systems | NEXT: suiting up again to connect the charger cable outside | AUDIO: motor cooling down whine, power relay click, absolute silence | VOICE : none | IMAGES: Aiden-charactor
SCENE_SaoHoa03-162 — PRESET 2 — EXT — RESTRAINED SIDE PROFILE — SHADOW BANDS — ROVER BAY EXTERIOR — Detailed Description (write like a compact cinematic essay): Stepping back out onto the freezing ground, [Grant-charactor] drags a thick, heavy-duty electrical charging cable toward the side of the transport vehicle chassis. The biting wind sweeps fine red dust across his patched visor as he struggles with the stiff insulated line in the extreme cold. | CONTINUITY: connecting charger cable to the parked rover | NEXT: plugging the high-voltage connector into the chassis port | AUDIO: dragging cable scrape, heavy boot scuffs, thin wind howl | VOICE : none | IMAGES: Grant-charactor
SCENE_SaoHoa03-163 — PRESET 2 — EXT — CLOSE TOOL INSERT — SHADOW BANDS — ROVER CHARGING PORT — Detailed Description (write like a compact cinematic essay): [Grant-charactor] aligns the massive multi-pin electrical connector and forces it deep into the vehicle's charging port, twisting the locking ring until it clicks firmly shut. The small dashboard display on the rover side flashes blue, confirming that the habitat power grid is now active. | CONTINUITY: charging connection secured on the rover port | NEXT: walking back toward the airlock outer hatch door | AUDIO: heavy plastic collar click, electrical relay hum, wind moan | VOICE : none | IMAGES: Grant-charactor
SCENE_SaoHoa03-164 — PRESET 1 — EXT — DISTANT SILHOUETTE WIDE — LOW EVENING RED-GOLD LOSS LIGHT — HATCH PERIMETER — Detailed Description (write like a compact cinematic essay): The solitary silhouette of [Grant-charactor] is framed against the dark purple evening sky as he approaches the circular steel hatch of the habitat airlock. The howling mountain winds whip up thick curtains of fine red dust around his boots, emphasizing his profound isolation on this frozen planet. | CONTINUITY: returning to the habitat airlock in the dark | NEXT: opening the outer hatch door to enter the chamber | AUDIO: wind screaming over structures, metal rattling, suit hum | VOICE : The transmission was sent, but the real fight starts inside. The greenhouse temperature is likely near freezing by now. | IMAGES: Grant-charactor
SCENE_SaoHoa03-165 — PRESET 2 — INT — FIXED INTERIOR FRAME — AIRLOCK PREP ILLUMINATION — AIRLOCK CHAMBER — Detailed Description (write like a compact cinematic essay): Stepping over the raised steel threshold, [Aiden-charactor] enters the cold, cylindrical airlock chamber and pulls the heavy outer hatch door shut. He rotates the manual locking spoke with slow, deliberate force, sealing the chamber from the vacuum of the Martian night outside. | CONTINUITY: entering the airlock chamber and sealing outer hatch | NEXT: initiating the airlock chamber repressurization cycle | AUDIO: heavy hatch slam, lock bar grinding click, suit blower hum | VOICE : none | IMAGES: Aiden-charactor
